DMS_id,n,n_nested,floor_levels,floor_frac,n_censored,n_nested_censor_touching,n_nested_floor_floor,n_nested_wt_anchored,naive_n_iter,naive_wall_s,n_Pa_unmasked,n_Pa_masked,Pa_collapse_factor,Pa_collapse_pass,Pa_after_le_52000,T4_unmasked_N1,T4_unmasked_N1_mad,T4_unmasked_N1_pass,guarded_taus_unmasked,guarded_taus_masked,tau4_grid_guarded_out_unmasked,quantum,T_unmasked_N1_min_over_guarded_tau,T_unmasked_N1_max_over_guarded_tau,T_unmasked_N1_guarded_pass,T4_masked_N2,T4_masked_N2_band_lo,T4_masked_N2_band_hi,T4_masked_inside_two_sided,T4_masked_inside_one_sided,T4_unmasked_N2,C2_unmasked_TR,C2_unmasked_TR_ref_p995,C2_unmasked_TR_pctile,C2_unmasked_pi,C2_unmasked_rho,C2_unmasked_dBIC,C2_unmasked_clause1_TR,C2_unmasked_clause2_sweep,C2_unmasked_clause3_mixture,C2_unmasked_run_sigma,C2_unmasked_run_mad,C2_unmasked_supported,C2_masked_TR,C2_masked_TR_ref_p995,C2_masked_TR_pctile,C2_masked_pi,C2_masked_rho,C2_masked_dBIC,C2_masked_clause1_TR,C2_masked_clause2_sweep,C2_masked_clause3_mixture,C2_masked_run_sigma,C2_masked_run_mad,C2_masked_supported,verdict_flips,rate4_ratio_unmasked_over_masked,TR1_ratio_unmasked_over_masked,PASS_purpose,PASS_literal
CR9114_FluAH3_logKd_4FQY,65535,524272,[6.0],0.890532,58361,482584,451181,16,7,3.39,524256,41688,12.5761,True,True,4.183836754946349,0.8550572566410269,False,"[6.0, 8.0]","[2.0, 3.0, 4.0, 5.0, 6.0, 8.0]",True,0.1,7.37706312455131,9.842711083520937,True,0.296681947382021,0.9262218989558708,1.0661887854223888,False,True,0.2652157803389302,76.7878,57.9734,100.0,0.128542,31.0078,-1727079.32,True,False,False,2,0,False,6.2984,6.2307,100.0,0.16844,2.8307,-7628.33,True,False,False,0,3,False,False,8.6516,12.1917,True,False
