i_amp,i_pi,rep,amp,pi,n_inj_variants,n_Pa,pi_edge_realised,amp_recovered,amp_background,resid_mad_oof,n_iter_used,pi_hat,rho_hat,dBIC,pi_ci_lo,pi_ci_hi,s1,s2,TR,TR_ref_p995,TR_pctile,clause1_TR,clause2_sweep,clause3_mixture,run_sigma,run_mad,T_max,supported,refuted,DMS_id,n_Pa_obs,sigma_bias_ratio
0,2,4,2.0,0.02,920,183690,0.01259186673199412,1.6312554045928975,0.6880811750884385,0.19735797654787368,10.0,0.10841555613700611,9.06480892658376,-250454.02004995593,0.10670709858397164,0.11012401369004059,0.9934030999098404,9.0050092877587,18.242798571929033,19.014652077609615,99.0,False,False,False,0,0,1.376893448900987,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0405202121785733
1,0,4,3.0,0.001,39,183690,0.0030213947411399642,5.3309174850294125,0.7121174297987578,0.19461235009105707,10.0,0.12445211981452473,6.228436299085596,-160510.28989592695,0.1225126352330323,0.12639160439601715,0.9684552603388498,6.031961897534883,12.6685951253746,19.014652077609615,46.5,False,False,False,0,0,1.008969924483928,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0260445883736398
1,1,4,3.0,0.005,231,183690,0.0029234035603462353,2.4693125794446575,0.711739756241191,0.19382822701154856,10.0,0.13781872555843028,6.234779472509673,-162416.83780519862,0.13579717993921964,0.13984027117764092,0.9592005039641718,5.980403612136751,13.513347453355253,19.014652077609615,64.5,False,False,False,0,0,1.078779514969959,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0219104969761916
1,2,4,3.0,0.02,923,183690,0.01476400457292177,2.8540380637816227,0.7055756790017176,0.1996660373524174,10.0,0.1235215290364864,6.236999368535077,-160552.4047515915,0.12159086226642672,0.1254521958065461,0.9677656214647331,6.035953569965497,12.647052795153055,19.014652077609615,46.0,False,False,False,0,0,0.9832012207094252,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.052688881315097
2,0,4,4.0,0.001,47,183690,0.0005117317219228047,3.1474409646876804,0.7298030808169131,0.1905274622276971,10.0,0.1455049553095808,4.881475480081161,-111911.09343664127,0.14329782084015405,0.14771208977900754,0.9683009260939446,4.72673722806747,9.582974674529932,19.014652077609615,4.5,False,False,False,0,0,1.0365000773597304,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.00450804619452
2,1,4,4.0,0.005,262,183690,0.004164625183733464,2.7732284153943643,0.7318526858694231,0.19499568394409514,10.0,0.09741026172828735,9.107222815334044,-247882.63227678149,0.09579006698695955,0.09903045646961514,1.0336082492896044,9.413300630047763,17.322148902883892,19.014652077609615,98.5,False,False,False,0,0,1.296885073368562,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0280656195428646
2,2,4,4.0,0.02,886,183690,0.017311775273558712,3.199858484998069,0.7389349462998609,0.1999228754912583,10.0,0.12913706742198572,7.64709053029648,-209293.25264733122,0.1272561415903964,0.13101799325357505,1.018201623635484,7.786279994035412,14.737988764047364,19.014652077609615,81.0,False,False,False,0,0,1.4696855318187578,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0540429956984976
3,0,4,6.0,0.001,49,183690,0.002760084925690021,3.4389139784019247,0.7503857572868737,0.19205401089066168,10.0,0.14107631503432308,6.080550796929135,-157380.15793387813,0.1390189775646951,0.14313365250395105,1.0171387859783214,6.184764055668016,12.241093803014444,19.014652077609615,37.5,False,False,False,0,0,1.1598422502342125,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.012556389446071
3,1,4,6.0,0.005,218,183690,0.0023735641570036474,4.305755554402779,0.7545912771992327,0.1954135793037362,10.0,0.1368343188343696,6.21570438049743,-161495.56982029346,0.1348193327607899,0.13884930490794933,1.0108636892348375,6.283229861262772,12.190591673568871,19.014652077609615,37.0,False,False,False,0,0,1.1769827144439362,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0302688675487879
3,2,4,6.0,0.02,943,183690,0.024105830475257228,3.9133348003763713,0.7036664070470325,0.20396321615351976,10.0,0.14084011748938435,6.802200653566725,-182373.46781077888,0.13884222908499907,0.14283800589376963,0.967368434088503,6.580234194596635,16.270810287639605,19.014652077609615,96.5,False,False,False,0,0,1.1769670824345868,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0753446739823251
0,0,5,2.0,0.001,46,183690,0.0005008438129457238,1.7535194568376933,0.7271374719602703,0.1904867137854955,10.0,0.1063861953864563,8.51878489043784,-232744.6911264119,0.10468688245159936,0.10808550832131324,1.002372964976586,8.53899966862592,16.994656622052567,19.014652077609615,98.5,False,False,False,0,0,1.334795378028554,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0042932102985143
0,1,5,2.0,0.005,238,183690,0.006031901573302847,1.6150784944660281,0.7014003258883921,0.1934313882880762,10.0,0.12240082536417385,5.682617916433588,-139540.41894418723,0.12043607518925187,0.12436557553909583,0.9497542696968764,5.397090629188767,10.698876672478413,19.014652077609615,16.0,False,False,False,0,0,0.9475071880581153,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0198182647798004
0,2,5,2.0,0.02,979,183690,0.02745930644019816,2.081079242864018,0.7636748607099317,0.1956422151680547,10.0,0.12859503257367805,6.131753997031409,-157563.14143090055,0.12662230194594157,0.13056776320141453,1.0670579770810846,6.542937016031191,11.83800173730784,19.014652077609615,32.5,False,False,False,0,0,1.1437009934924316,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.031474292544593
1,0,5,3.0,0.001,41,183690,0.000446404268060319,2.26362965104326,0.7290764725930411,0.19032575781476,10.0,0.1212687009183197,7.758846180149406,-211912.14963929006,0.11944246045492811,0.1230949413817113,0.9968563218012512,7.734454864565424,15.173096971658854,19.014652077609615,88.0,False,False,False,0,0,1.3636689240195943,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.00344461049145
1,1,5,3.0,0.005,255,183690,0.005683488486036257,2.4373737329119676,0.6964432349620314,0.19201615178403442,10.0,0.108987016701679,6.433059591742988,-164182.2746833237,0.10717281828413223,0.11080121511922576,0.9614297338214354,6.184934770946892,12.955631197642685,19.014652077609615,50.5,False,False,False,0,0,0.964941534568621,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0123567868439884
1,2,5,3.0,0.02,974,183690,0.023822744841853122,2.4188287105101023,0.7395918200005862,0.2001585678356401,10.0,0.11230701354093145,7.533051085105834,-203774.17232270655,0.11051634874110174,0.11409767834076116,1.068593908899169,8.049772504970369,15.729275295934954,19.014652077609615,94.5,False,False,False,0,0,1.295562620880423,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.055285624207741
