i_amp,i_pi,rep,amp,pi,n_inj_variants,n_Pa,pi_edge_realised,amp_recovered,amp_background,resid_mad_oof,n_iter_used,pi_hat,rho_hat,dBIC,pi_ci_lo,pi_ci_hi,s1,s2,TR,TR_ref_p995,TR_pctile,clause1_TR,clause2_sweep,clause3_mixture,run_sigma,run_mad,T_max,supported,refuted,DMS_id,n_Pa_obs,sigma_bias_ratio
2,2,19,4.0,0.02,938,183690,0.014829332026784256,3.0378461371708196,0.7383543199829493,0.2009532638152042,10.0,0.12169515738820111,6.151933320750724,-157123.30835833878,0.11976989030768109,0.12362042446872112,1.0264450818668653,6.314621701057474,12.275782237560007,19.014652077609615,37.5,False,False,False,0,0,1.027519255905799,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.059475458557167
3,0,19,6.0,0.001,53,183690,0.0009418041265175023,5.160038579890389,0.7139271808324781,0.19025796369626646,10.0,0.11951557503344443,7.0320240541628865,-187910.38872905052,0.11766039084264841,0.12137075922424044,0.9862186678964595,6.935113395312382,15.025867939329284,19.014652077609615,86.5,False,False,False,0,0,1.0894804414787223,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0030871830806443
3,1,19,6.0,0.005,243,183690,0.004093853775382438,4.893742920587613,0.6770555977115683,0.19096535891457414,10.0,0.11154249470276877,7.74233078945178,-209391.2703117918,0.10978109637128101,0.11330389303425652,0.9319021524511194,7.2150947276786885,14.91658520670087,19.014652077609615,85.5,False,False,False,0,0,1.1937337792937002,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0068167461594848
3,2,19,6.0,0.02,945,183690,0.023185802166693886,3.9900637919004773,0.7092113202817695,0.20324223087357668,10.0,0.1252298218105603,5.993383217270978,-152364.14365010802,0.1232625550461603,0.12719708857496032,1.0022714335898801,6.006996789227712,13.260027222684132,19.014652077609615,56.99999999999999,False,False,False,0,0,1.0130036969095184,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0715434607271719
0,0,20,2.0,0.001,53,183690,0.0015079753933257118,6.487093136244351,0.7575505458000686,0.1965730660445175,10.0,0.12618993108720286,7.180977178518695,-193528.25766882382,0.12430561247537195,0.12807424969903378,1.022977300606575,7.345976649798474,14.036445411359507,19.014652077609615,74.5,False,False,False,0,0,1.3568362528308748,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0363819692872593
0,1,20,2.0,0.005,205,183690,0.003935979095214764,1.5343163294780489,0.7446134707502847,0.1876659515634308,10.0,0.09822391377132249,6.962276983621935,-179491.16370145243,0.09651814141384697,0.099929686128798,1.0475473915480684,7.293315093428312,13.638366559455807,19.014652077609615,68.5,False,False,False,0,0,1.064794661700123,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9894214520997971
0,2,20,2.0,0.02,881,183690,0.013343132451412706,1.8883209791482132,0.690973608940359,0.20038963254539097,10.0,0.11160561124364685,7.818947129191563,-212864.29346757394,0.10983305168538948,0.11337817080190421,0.9846729348823355,7.6991056173908685,15.654535749998097,19.014652077609615,94.0,False,False,False,0,0,1.2677911186294983,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0565038546792043
1,0,20,3.0,0.001,38,183690,0.0006859382655561,2.150352626947416,0.7363714173391472,0.19106656337486674,10.0,0.1038866285599338,6.637437481751722,-169874.33316726587,0.10212375116002292,0.10564950595984468,1.0167878413629001,6.748865729251538,14.661574655141045,19.014652077609615,80.5,False,False,False,0,0,0.9419767565582201,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.007350321180566
1,1,20,3.0,0.005,233,183690,0.007142468288965104,1.8238068999465558,0.6859807991982039,0.19288743262544292,10.0,0.14520392192888992,5.768643938703879,-145874.4903638881,0.14310117538850553,0.14730666846927432,0.9156957586222046,5.282322787672832,11.664978595238972,19.014652077609615,30.5,False,False,False,0,0,1.0388793942206962,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0169503955839403
1,2,20,3.0,0.02,853,183690,0.01736621481844412,2.5734997040891168,0.7196334856637885,0.20227324688273246,10.0,0.14018560259750165,6.853687390362678,-184351.909630795,0.13819075407206946,0.14218045112293384,0.9885005745293836,6.774873923018299,14.200674191793743,19.014652077609615,76.5,False,False,False,0,0,1.2860850447154248,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0664347367455684
2,0,20,4.0,0.001,48,183690,0.0005226196308998857,3.397142269375348,0.7442200524180662,0.1898977369676971,10.0,0.10637012048390114,7.218281219385889,-190509.6169033728,0.10462445465881558,0.1081157863089867,1.011292066762243,7.29979053282384,13.750929548066049,19.014652077609615,69.0,False,False,False,0,0,1.2096032091513713,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0011879784039464
2,1,20,4.0,0.005,226,183690,0.006238771843867385,3.7460732438323485,0.7073670138663608,0.19106430756605197,10.0,0.13613504752574432,6.248148747695828,-162527.76303348446,0.13412804327013864,0.13814205178135,0.952325237752644,5.950269741663315,12.920751957464194,19.014652077609615,50.5,False,False,False,0,0,1.073542298319554,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.007338427996882
2,2,20,4.0,0.02,906,183690,0.01854210898796886,2.972339719682271,0.7144553440632992,0.20008231053034253,10.0,0.1361935904921212,6.769043131685935,-180850.17360464856,0.13422110530013195,0.13816607568411046,0.9744790891941265,6.596290985681067,14.113560901926402,19.014652077609615,75.0,False,False,False,0,0,1.1686415164396435,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0548835767765892
3,0,20,6.0,0.001,51,183690,0.0025151069737057,1.3076609837278736,0.7288741054744222,0.1924899449906666,10.0,0.12465792641048219,6.305502362740591,-163160.97499367816,0.12272518670938684,0.12659066611157754,0.9918908612128666,6.25437016895853,12.244805745386465,19.014652077609615,37.5,False,False,False,0,0,1.0748711225094696,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0148547421661749
3,1,20,6.0,0.005,246,183690,0.004077521911916816,4.961481891463199,0.6920726562858461,0.19563426337964382,10.0,0.10925007650796359,6.389393657837805,-162815.6661870503,0.10742991170241734,0.11107024131350984,0.9551436636793087,6.102788867036541,13.258938814223898,19.014652077609615,56.99999999999999,False,False,False,0,0,0.9622543880063691,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0314323687434412
3,2,20,6.0,0.02,925,183690,0.02083945778213294,4.062403236888361,0.763941970804098,0.20202551408500122,10.0,0.1420122060207707,6.338947353607015,-166980.33287864178,0.1399661442750398,0.14405826776650157,1.0662977024631142,6.759204999185798,13.09718136495881,19.014652077609615,55.50000000000001,False,False,False,0,0,1.2796931910227516,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0651286279793166
0,0,21,2.0,0.001,38,183690,0.0004137405411290762,1.598244183351146,0.7176908194395308,0.18809116769434225,10.0,0.11871904494168409,7.281043142873708,-195811.01491144602,0.11688673491571401,0.12055135496765416,0.9741090307215285,7.0925298785463395,13.726520337124121,19.014652077609615,69.0,False,False,False,0,0,1.2719788848419395,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9916632970279671
0,1,21,2.0,0.005,245,183690,0.0038053241874897925,1.8136259252914284,0.6826569373543313,0.19037406255471445,10.0,0.11123875823004499,7.203640930276731,-191605.92987812904,0.10945306886351167,0.11302444759657831,0.9476930204950882,6.826840231776003,13.353033537609505,19.014652077609615,59.5,False,False,False,0,0,1.1531785696574297,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0036992850637465
0,2,21,2.0,0.02,979,183690,0.020948336871903752,1.7774256614971304,0.7212437938945981,0.19392239793008587,10.0,0.10062008821306458,6.701695130579966,-171390.45650141663,0.09887976485369945,0.1023604115724297,1.0236778646865552,6.860376961052385,13.176589747865068,19.014652077609615,56.49999999999999,False,False,False,0,0,1.060015339128293,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0224069894202847
1,0,21,3.0,0.001,44,183690,0.00047906799499156187,2.479537470500432,0.7020866170650185,0.19340415339695088,10.0,0.1165898373995082,5.926587723743976,-148162.6784827581,0.11467504958671358,0.11850462521230283,0.9733563867685603,5.768682012650343,13.937989963123748,19.014652077609615,73.0,False,False,False,0,0,0.9760420090579233,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.019674675677459
1,1,21,3.0,0.005,216,183690,0.0037399967336273067,2.350196987498117,0.7073077718262003,0.1917123142816876,10.0,0.1404867652981153,5.024419079623191,-117104.7190480039,0.138329006622233,0.1426445239739976,0.9504845797095501,4.775632857180293,9.510930521449406,19.014652077609615,3.5000000000000004,False,False,False,0,0,1.0510343283607404,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0107548801567612
1,2,21,3.0,0.02,910,183690,0.02047471283140073,2.718894279506344,0.773996419372533,0.2067567406810865,10.0,0.14550198176698395,6.915684394976304,-186416.19854114065,0.14348461227356774,0.14751935126040017,1.044151537964652,7.221022497092651,12.857763652742864,19.014652077609615,49.0,False,False,False,0,0,1.588045029507221,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.090072828298625
2,0,21,4.0,0.001,53,183690,0.002368120202515107,3.0433435951454655,0.6923621052772138,0.19126499774605635,10.0,0.11701489851556397,6.2075899033417095,-158431.1213455199,0.11512252496889283,0.11890727206223511,0.9516570413408355,5.907496641271415,12.362095891525907,19.014652077609615,41.5,False,False,False,0,0,0.9677566404909801,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0083965164123236
2,1,21,4.0,0.005,226,183690,0.002460667428820295,3.2278008336585473,0.7239285752651813,0.19735178462676464,10.0,0.12444302782123537,9.042184931020056,-251731.9351167907,0.12263936765535231,0.12624668798711844,0.9959278608953649,9.005363896171108,18.158169399644777,19.014652077609615,99.0,False,False,False,0,0,1.5296367112810707,False,False,GB1_IgG-Fc_fitness_1FCC,183690,1.0404875668344182
2,2,21,4.0,0.02,956,183690,0.022935380260221024,3.5069540706968465,0.7813887699986733,0.2003092016826966,10.0,0.1445141667511039,7.1648994584522105,-194762.85174205003,0.14251470578839387,0.14651362771381393,1.0864032986768746,7.783970406350634,13.020251865140597,19.014652077609615,52.5,False,False,False,0,0,1.7205106870691698,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0560798032180965
3,0,21,6.0,0.001,44,183690,0.0022810169306984596,29.143615090116725,0.7254066569310488,0.1881916094581281,10.0,0.1059006619291633,8.523094723244501,-233009.63614444586,0.10420163748533619,0.1075996863729904,1.0192937105833368,8.687536846109147,21.63738899348865,19.014652077609615,100.0,True,False,False,0,0,1.2995299783448404,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9921928509238578
3,1,21,6.0,0.005,230,183690,0.005237084217975938,5.1800540758783695,0.765861989726069,0.1912033978495721,10.0,0.11106918995168275,7.12844255397639,-189221.75896086567,0.10927776734540606,0.11286061255795943,1.0494560879416932,7.480987435813155,14.0216949678834,19.014652077609615,74.5,False,False,False,0,0,1.2772686947944962,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.00807174647659
3,2,21,6.0,0.02,913,183690,0.017758179541619033,4.631619172916059,0.7144705871887449,0.19721068441758982,10.0,0.1300116112994613,6.080324690148289,-156036.97499949078,0.1280233494844048,0.13199987311451777,1.0020946706721594,6.093060967953949,14.931830871713885,19.014652077609615,85.5,False,False,False,0,0,1.0614618162748546,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0397436515280438
0,0,22,2.0,0.001,52,183690,0.0005661712668082095,1.648832777492573,0.7539879014006252,0.1865008786831137,10.0,0.09412177877136302,7.29155466226905,-189510.43477755808,0.0924580194168492,0.09578553812587684,1.0654555125090965,7.768827109675963,13.909940042692034,19.014652077609615,73.0,False,False,False,0,0,1.1448030372325477,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9832788988479048
0,1,22,2.0,0.005,239,183690,0.003168381512330557,1.6279983720981661,0.7126931755818131,0.18964043200355307,10.0,0.11406707160056845,8.518124188552077,-234875.06921985513,0.11230957852352752,0.11582456467760938,1.0125312612786017,8.6248670283624,15.272522019659773,19.014652077609615,90.0,False,False,False,0,0,1.498118260313752,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9998314028017395
0,2,22,2.0,0.02,925,183690,0.02095378082639229,1.812966455819489,0.7524405212136754,0.19698703022762604,10.0,0.1312948497076607,5.578515970055373,-137966.4064884131,0.1292472397288683,0.13334245968645309,1.0491567960967263,5.852737942117717,10.49621415628483,19.014652077609615,12.5,False,False,False,0,0,1.0728190197299405,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0385644911552718
1,0,22,3.0,0.001,53,183690,0.0005770591757852904,2.356479230270175,0.693139098253896,0.194253099376178,10.0,0.15990144453946853,5.400776836717402,-132429.8268397801,0.15768375200020895,0.1621191370787281,0.8874687184885407,4.793020498124187,10.191300209005766,19.014652077609615,10.0,False,False,False,0,0,1.0769836993852995,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0241505294832427
1,1,22,3.0,0.005,235,183690,0.005438510534051935,2.5537941628175878,0.6738950918167462,0.19503760818604784,10.0,0.13603866055908992,6.070184572507315,-156002.30044460634,0.134019516093427,0.13805780502475284,0.9028319224084285,5.480356406970763,12.241119170976804,19.014652077609615,37.5,False,False,False,0,0,1.0138911110118614,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.028286654546846
1,2,22,3.0,0.02,940,183690,0.031133975719962983,2.487293522482069,0.7666899205562151,0.1978174881708809,10.0,0.12273085234148928,6.6409418171922985,-174978.14900019392,0.1208303311380197,0.12463137354495886,1.0930320550303327,7.258762281782571,12.510757717022146,19.014652077609615,43.0,False,False,False,0,0,1.3993751411993542,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0429428714489677
2,0,22,4.0,0.001,62,183690,0.0009526920354945833,2.9882164203821566,0.7580201602197106,0.1952535833173611,10.0,0.12094259232208192,7.519145102231278,-204800.29107383033,0.11909605800773368,0.12278912663643016,1.0700352208191914,8.045750089837588,15.41450906159647,19.014652077609615,92.5,False,False,False,0,0,1.3354566042726237,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.029425329017421
2,1,22,4.0,0.005,251,183690,0.011954924056834884,3.354968993692928,0.678605938155741,0.1909514290836307,10.0,0.12848920076489437,6.5494519389113774,-172819.76390001306,0.12654380534622145,0.1304345961835673,0.9429217913450261,6.17562095456647,15.554754408739106,19.014652077609615,93.5,False,False,False,0,0,1.043380170355708,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0067433046350913
2,2,22,4.0,0.02,907,183690,0.01728999945560455,3.169073205657218,0.6859195929801993,0.20084990696200333,10.0,0.11273257513190225,7.804147272934444,-212491.3434641055,0.11095415030536554,0.11451099995843897,0.9804467404593927,7.651550755813634,15.439857389509246,19.014652077609615,93.0,False,False,False,0,0,1.212468522875673,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.058930535586716
3,0,22,6.0,0.001,42,183690,0.00045729217703739997,4.348365999688955,0.7125548507443475,0.18572781437078578,10.0,0.1335799807468004,4.8019950143995755,-107827.20316662686,0.1314287301360672,0.13573123135753357,0.9696082735126531,4.65605409532834,10.566015193306265,19.014652077609615,12.5,False,False,False,0,0,1.0431194875253627,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9792031120144498
3,1,22,6.0,0.005,213,183690,0.002330012521095324,4.363837909327442,0.7692152409166381,0.19702270132934763,10.0,0.13323757829648195,6.7273555704921115,-179823.93217174197,0.13127065071302416,0.13520450587993973,1.0641911376242448,7.159192177764801,12.792916875607757,19.014652077609615,48.0,False,False,False,0,0,1.3702811864602906,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0387525580526995
3,2,22,6.0,0.02,904,183690,0.016898034732429637,4.395497805738998,0.7034685608265914,0.20511781403371276,10.0,0.14907942094713733,6.684236727194276,-178697.46559101786,0.1470261560964387,0.15113268579783595,0.9570503886419085,6.3971513575358,14.196658622012734,19.014652077609615,76.5,False,False,False,0,0,1.226824782243386,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0814320004349651
0,0,23,2.0,0.001,50,183690,0.0005443954488540476,1.4071105388263527,0.7236538749153785,0.19521195116944995,10.0,0.11945014981649064,5.941747741079788,-149332.71659727592,0.1175167384125885,0.12138356122039279,1.0043213221882032,5.967423947430023,11.62226836345091,19.014652077609615,29.5,False,False,False,0,0,0.9899575894695843,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.029205834005688
0,1,23,2.0,0.005,220,183690,0.003843431868909576,1.327283500151717,0.7162373110002338,0.19230677281270797,10.0,0.12407588271554024,7.243763595518785,-195543.53951749706,0.12220627314926481,0.12594549228181567,0.9756699976190287,7.06752280999262,14.373103371620534,19.014652077609615,77.5,False,False,False,0,0,1.2146726103559051,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0138890130033178
0,2,23,2.0,0.02,913,183690,0.017545865316565955,1.9498003250718141,0.7124881623010655,0.19281533075896823,10.0,0.10630666647528995,6.835053321310491,-177782.15399526968,0.1045336908221356,0.10807964212844431,1.0049767088876096,6.8690693919219425,13.580780326593612,19.014652077609615,66.5,False,False,False,0,0,1.0187292333632723,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0165702566571282
1,0,23,3.0,0.001,40,183690,0.001339212804180957,2.839326022882994,0.7586679877013068,0.1892134824444779,10.0,0.1270905406603267,6.208926529855259,-160171.94876566913,0.12513412349421643,0.129046957826437,1.0311547856765586,6.402364305174398,13.04710231437285,19.014652077609615,52.5,False,False,False,0,0,1.0897889002956405,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.997580418810268
1,1,23,3.0,0.005,216,183690,0.0030486145135826663,2.4515922060104405,0.746026258265293,0.19761883262756832,10.0,0.12783140806969806,7.015108744471073,-188365.80466683814,0.1259257315079658,0.12973708463143033,1.0055666671671974,7.05415951999324,14.042620655019052,19.014652077609615,74.5,False,False,False,0,0,1.2622808999289181,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0418955101429102
1,2,23,3.0,0.02,957,183690,0.01555882192824868,2.612199828568054,0.7278842048118624,0.19729724452815622,10.0,0.12975078226205974,7.252973096096187,-196447.86699527863,0.12784664842194107,0.13165491610217842,0.9949677961894088,7.2164746572438965,13.754183905672026,19.014652077609615,69.0,False,False,False,0,0,1.3905587912784256,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.040200017904454
2,0,23,4.0,0.001,39,183690,0.0004246284501061571,2.8823138688580907,0.7314745684157299,0.18680463388279,10.0,0.13360078545828186,5.403069613682425,-131400.3821061988,0.13152295219617854,0.13567861872038517,0.9976012218943847,5.390108848590009,10.416771027129046,19.014652077609615,12.5,False,False,False,0,0,0.989091592476032,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9848803716150358
2,1,23,4.0,0.005,233,183690,0.007420109967880668,3.1994542484668447,0.708307308676908,0.19093772490693184,10.0,0.10546330561144736,7.710865820611382,-207248.44842540973,0.10373684869578803,0.10718976252710669,1.000753919465555,7.716679192449823,15.51257972701984,19.014652077609615,93.0,False,False,False,0,0,1.158909197106033,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.006671052815855
2,2,23,4.0,0.02,928,183690,0.016892590777941096,3.758633350693243,0.708193390377185,0.19600111179084342,10.0,0.12276636557920424,5.750174599459869,-142326.34065159247,0.12080344578889628,0.12472928536951221,0.9759258141444078,5.611743827450367,12.111784774725058,19.014652077609615,35.0,False,False,False,0,0,0.9584795868832058,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0333664845736479
3,0,23,6.0,0.001,39,183690,0.0004246284501061571,4.412094054535076,0.7066941879881976,0.19171810965352554,10.0,0.10810702666704143,6.278481470565944,-158834.48115902673,0.10628050035337656,0.1099335529807063,0.9959032836208007,6.252760312688977,12.591665338190918,19.014652077609615,44.5,False,False,False,0,0,0.9213181050081168,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0107854347947844
3,1,23,6.0,0.005,210,183690,0.0028907398334149926,4.8326192008293924,0.7634508979485892,0.1902522601922864,10.0,0.14623364961787688,5.246449728005822,-126170.20322611276,0.1440706817808156,0.14839661745493815,1.0090662687750314,5.294015451354612,10.3416945618106,19.014652077609615,11.5,False,False,False,0,0,1.0865632205186895,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0030571127927577
3,2,23,6.0,0.02,900,183690,0.021699602591322337,5.111253120383422,0.7734139398770629,0.20197359073653673,10.0,0.13878162863402344,6.7383609362075685,-179787.47066017252,0.1367946026285897,0.14076865463945717,1.0533970558541155,7.098169571483434,12.646710060754513,19.014652077609615,46.0,False,False,False,0,0,1.4042241336558647,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0648548752052645
0,0,24,2.0,0.001,47,183690,0.0005117317219228047,1.5103069926526653,0.7559421396239102,0.19474870465308014,10.0,0.09781012340069944,7.796862301462307,-207120.16319764464,0.09614922604872535,0.09947102075267354,1.0493738774349621,8.181823625111983,14.835104302348622,19.014652077609615,84.0,False,False,False,0,0,1.2402400251265973,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0267634834509478
0,1,24,2.0,0.005,244,183690,0.00286352006097229,1.7650410688782765,0.7480001629519096,0.19706822579207534,10.0,0.10442225193555041,8.560305532888657,-233715.98680349498,0.10273490410357934,0.10610959976752148,1.054794417327162,9.029362486705772,16.191311345661784,19.014652077609615,96.0,False,False,False,0,0,1.43067318341865,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.038992574313736
0,2,24,2.0,0.02,937,183690,0.02336000871032718,1.7565337022976704,0.6984759866522141,0.19520780703941262,10.0,0.11106356644465935,7.763047356412641,-210646.27497704257,0.10929637313662963,0.11283075975268908,0.9949983488571914,7.724219301730763,14.820481040674617,19.014652077609615,83.5,False,False,False,0,0,1.2561094549842682,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0291839851240712
1,0,24,3.0,0.001,39,183690,0.0004681800860144809,2.1878472547594168,0.7240682388328741,0.19362241052284093,10.0,0.10561519742259345,8.53305109151491,-233283.51097617508,0.10391751311358283,0.10731288173160408,1.023327717365021,8.732107695639053,16.9041851742886,19.014652077609615,98.5,False,False,False,0,0,1.30636264953356,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0208253813895514
1,1,24,3.0,0.005,230,183690,0.00503565790189994,2.3351978356351912,0.7406282661649256,0.1899395861408978,10.0,0.12247667623174571,7.083283464682952,-190237.80255078746,0.12060263279097844,0.12435071967251299,1.0279902054083352,7.281546023824893,13.09091319738289,19.014652077609615,55.50000000000001,False,False,False,0,0,1.3962894187270292,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0014086176268444
1,2,24,3.0,0.02,943,183690,0.02425281724644782,2.555939606405778,0.6937278112581602,0.19737299057282587,10.0,0.13373907196259308,5.868315366890333,-148199.22245065682,0.1317180196515049,0.13576012427368125,0.955718686690698,5.608458655531272,11.780927946896954,19.014652077609615,31.5,False,False,False,0,0,1.0465332151804734,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0405993698427436
2,0,24,4.0,0.001,38,183690,0.0004137405411290762,3.2166795136030535,0.7363855520388145,0.19043083686067497,10.0,0.1246179474755601,6.241627703837462,-161014.811929164,0.12267837034923361,0.12655752460188657,1.0090174602404223,6.297911333492336,13.430318774808867,19.014652077609615,61.0,False,False,False,0,0,1.0400012341731322,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0039986132891248
2,1,24,4.0,0.005,254,183690,0.004828787631335402,3.306542822421705,0.7051537394744233,0.1913389199193771,10.0,0.16461758288134998,4.8701368550031825,-112818.95785471657,0.16229595398756128,0.16693921177513868,0.9215115839920505,4.487887527512045,10.298652666705925,19.014652077609615,11.0,False,False,False,0,0,1.0349219738030075,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.008786252448403
2,2,24,4.0,0.02,908,183690,0.0178616146769013,3.6742162035789727,0.7603277535323844,0.2007383760653821,10.0,0.1294489448274381,6.539761642509255,-172279.68813556025,0.127501518725686,0.1313963709291902,1.0501721231587577,6.86787536906615,13.253394603257755,19.014652077609615,56.99999999999999,False,False,False,0,0,1.1950562317818394,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0583425170315672
3,0,24,6.0,0.001,48,183690,0.0005226196308998857,4.100662800610056,0.7921204730226343,0.1922106413927521,10.0,0.1217630334380929,7.0509135874942315,-189191.45598313608,0.11988904625223824,0.12363702062394756,1.108063574596089,7.812860513926991,13.464674887493588,19.014652077609615,63.0,False,False,False,0,0,1.393864922498774,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0133821843093924
3,1,24,6.0,0.005,266,183690,0.004796123904404159,5.3499886854633765,0.6946352059054675,0.19498240945877351,10.0,0.12410308608850353,7.100924142344238,-190887.43712900754,0.12222325007736298,0.12598292209964407,0.9545246875966454,6.778007398618611,13.812820191477567,19.014652077609615,70.0,False,False,False,0,0,1.2144522016078818,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.027995633163165
3,2,24,6.0,0.02,916,183690,0.017213784092764986,4.5475981696191745,0.7697803169780193,0.20305020144545716,10.0,0.14816517852789612,7.363031952645494,-201375.95241997892,0.14615631636512758,0.15017404069066467,1.0519047752787698,7.7452084715179605,14.342978817733401,19.014652077609615,77.5,False,False,False,0,0,1.6186818454824472,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0705310339441936
0,0,25,2.0,0.001,45,183690,0.0004899559039686428,1.7421499845416264,0.6816428836079552,0.19219723565918065,10.0,0.11958163790277208,7.449180416234217,-201563.13052186684,0.11775215567016668,0.12141112013537748,0.9258471675782369,6.896802589149722,15.690829235452798,19.014652077609615,94.0,False,False,False,0,0,1.0936682076911632,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0133115059563602
0,1,25,2.0,0.005,216,183690,0.004850563449289564,1.9640765082372103,0.6897633430537217,0.19391814781206812,10.0,0.1191918063110657,5.649803423788456,-137755.77856476535,0.11724466468437805,0.12113894793775334,0.9463337747748543,5.346599800769626,10.801293864035532,19.014652077609615,17.5,False,False,False,0,0,0.9525713869095785,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.022384581743742
0,2,25,2.0,0.02,950,183690,0.020654363329522564,1.801514592753961,0.7042932816726454,0.20070445653050867,10.0,0.12289046888856496,8.557310242417218,-237749.77229603904,0.1210734907480291,0.12470744702910082,1.0059327950360137,8.608079010145062,17.097532614487886,19.014652077609615,98.5,False,False,False,0,0,1.5144285076674693,False,False,GB1_IgG-Fc_fitness_1FCC,183690,1.058163684829085
1,0,25,3.0,0.001,50,183690,0.001981599433828733,2.130261522916844,0.7161959728717111,0.18863449322876763,10.0,0.09610571880811274,7.365967950748464,-192523.5113061373,0.09443462556822999,0.09777681204799549,1.0049296978119704,7.402279946838314,14.388613554025195,19.014652077609615,77.5,False,False,False,0,0,1.116590717485577,False,True,GB1_IgG-Fc_fitness_1FCC,183690,0.9945278440315952
1,1,25,3.0,0.005,226,183690,0.0026947574718275357,2.3565773550770737,0.7078388281653948,0.19368627110125886,10.0,0.1501658342193185,5.279428417225426,-127864.49210442393,0.14798165461732654,0.15235001382131047,0.9367805276022182,4.9456657381265785,10.693177833084889,19.014652077609615,16.0,False,False,False,0,0,1.0248904947788582,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.0211620702012607
1,2,25,3.0,0.02,908,183690,0.021960912406772278,2.6747456624596158,0.7234319706390303,0.19446002467258938,10.0,0.12716637684414558,6.269889670841854,-162483.03383280674,0.12521212583400712,0.12912062785428405,1.0164395939699375,6.3729641112668,14.97861403346601,19.014652077609615,86.5,False,False,False,0,0,1.0696634634264013,False,True,GB1_IgG-Fc_fitness_1FCC,183690,1.025241490979166
